lokacija	broj_soba	kvadratura	sprat	novogradnja	centralno_grejanje	lift	parking	uknjizen	stanje	cena	klasa
Novi Beograd-Hotel Jugoslavija	2	67	III-IV	NE	DA			DA	0	1222.38806	1.1-1.3K
Golf naselje	4	90	P	NE	DA			DA	1	1222.222222	1.1-1.3K
Medaković 2	3	72	I-II		DA	DA		DA		1222.222222	1.1-1.3K
Vidikovac	1	45	I-II		DA	DA	DA	DA		1222.222222	1.1-1.3K
Višnjicka banja	2	45	I-II	DA	DA	DA		DA	2	1222.222222	1.1-1.3K
Vračar-Hram	3	135	III-IV		DA			DA	2	1222.222222	1.1-1.3K
Karaburma	1	38	III-IV	NE	NE			DA	1	1221.052632	1.1-1.3K
Dušanovac	3	77	V+	NE	DA	DA		DA		1220.779221	1.1-1.3K
Cerak vinogradi	2	59	III-IV		DA			DA		1220.338983	1.1-1.3K
Višnjicka banja	2	41	P		DA		DA		1	1219.512195	1.1-1.3K
Zemun-Save Kovačevića	1	41	V+	NE	DA	DA		DA		1219.512195	1.1-1.3K
Čukarička padina	1	27	P		DA			NE	2	1218.518519	1.1-1.3K
Čukarička padina	1	27	P		DA			NE	2	1218.518519	1.1-1.3K
Čukarička padina	2	55	V+	NE	DA	DA				1218.181818	1.1-1.3K
Čukarička padina	2	55	V+	NE	DA	DA				1218.181818	1.1-1.3K
Dušanovac	3	78	V+	NE	DA	DA	DA	DA	2	1217.948718	1.1-1.3K
Čukarička padina	3	78	III-IV	NE	DA	DA			0	1217.948718	1.1-1.3K
Čukarička padina	3	78	III-IV	NE	DA	DA			0	1217.948718	1.1-1.3K
Vračar-Kalenić pijaca	3	78	III-IV	NE	DA	DA	DA	DA	2	1217.948718	1.1-1.3K
Čukarička padina	1	46	V+	NE	DA	DA		DA	1	1217.391304	1.1-1.3K
Čukarička padina	1	46	V+	NE	DA	DA		DA	1	1217.391304	1.1-1.3K
Crveni krst	3	88	V+	DA	DA	DA	DA	DA	2	1215.909091	1.1-1.3K
Banjica	2	65	I-II	NE	DA	DA	DA	DA		1215.384615	1.1-1.3K
Banjica	2	56	V+	NE	DA	DA		DA	1	1214.285714	1.1-1.3K
Bežanijska kosa-Blokovi	3	63	V+		DA	DA		DA	1	1214.285714	1.1-1.3K
Cerak	2	35	I-II		DA			DA	1	1214.285714	1.1-1.3K
Mirijevo 2	1	42	I-II	NE	DA	DA			2	1214.285714	1.1-1.3K
Žarkovo	3	70	I-II	DA	NE				1	1214.285714	1.1-1.3K
Zemun-Save Kovačevića	1	42	V+	NE	DA	DA	DA	DA	1	1214.285714	1.1-1.3K
Filmski grad	3	61	I-II	DA	NE	DA	NE	DA	2	1213.114754	1.1-1.3K
Učiteljsko naselje	2	52	III-IV	DA	NE			DA	2	1211.538462	1.1-1.3K
Učiteljsko naselje	2	37	III-IV	DA	NE				1	1210.810811	1.1-1.3K
Cerak vinogradi	4	95	I-II	NE	DA		DA	DA	1	1210.526316	1.1-1.3K
Cerak vinogradi	4	95	III-IV		DA			DA		1210.526316	1.1-1.3K
Dušanovac	1	38	V+	NE	DA	DA		DA		1210.526316	1.1-1.3K
Zemun-Kalvarija	1	38	P	DA	NE			DA	2	1210.526316	1.1-1.3K
Konjarnik-Denkova basta 	1	25	III-IV	DA	NE				1	1210	1.1-1.3K
Novi Beograd-Studentski grad	2	62	V+	NE	DA	DA	DA	DA	1	1209.677419	1.1-1.3K
Košutnjak	2	43	III-IV	NE	DA	DA	DA	DA	2	1209.302326	1.1-1.3K
Vidikovac	2	43	I-II	DA	DA			DA	1	1209.302326	1.1-1.3K
Borča	1	24	III-IV		DA			NE	2	1208.333333	1.1-1.3K
Višnjicka banja	1	24	I-II	DA	NE				2	1208.333333	1.1-1.3K
Medaković 3	2	53	V+	NE	DA	DA		DA	1	1207.54717	1.1-1.3K
Novi Beograd-Fontana	3	58	V+	NE	DA	DA	NE		1	1206.896552	1.1-1.3K
Bežanijska kosa-Blokovi	3	58	V+	NE	DA	DA		DA		1206.896552	1.1-1.3K
Novi Beograd-Studentski grad	3	58	V+	NE	DA	DA		DA	1	1206.896552	1.1-1.3K
Cerak	1	34	P	DA	DA		DA	DA	1	1205.882353	1.1-1.3K
Autokomanda	3	107	III-IV		DA		DA	DA		1205.607477	1.1-1.3K
Vidikovac	2	39	III-IV		NE			DA	1	1205.128205	1.1-1.3K
Vidikovac	1	39	V+	DA	DA			DA		1205.128205	1.1-1.3K
Medaković 3	3	83	V+	NE	DA	DA		DA	1	1204.819277	1.1-1.3K
Dušanovac	2	44	I-II	NE	NE	DA		DA		1204.545455	1.1-1.3K
Golf naselje	1	44	III-IV	NE	DA		DA	DA	1	1204.545455	1.1-1.3K
Kumodraž 2	2	49	I-II	NE	DA			DA	1	1204.081633	1.1-1.3K
Zemun-Novi grad	2	54	III-IV	NE	DA		NE	DA		1203.703704	1.1-1.3K
Konjarnik-Denkova basta 	3	64	V+	NE	DA	DA		DA	1	1203.125	1.1-1.3K
Kanarevo brdo	1	32	V+	NE	DA	DA	NE	DA	0	1203.125	1.1-1.3K
Novi Beograd-Blokovi Sava	2	64	I-II		DA	DA			2	1203.125	1.1-1.3K
Cerak	3	79	I-II	NE	DA			DA	2	1202.531646	1.1-1.3K
Žarkovo	3	79	V+	NE	DA	DA	DA	DA	1	1202.531646	1.1-1.3K
Novi Beograd-Fontana	1	37	V+	NE	DA	DA	DA	DA	1	1200	1.1-1.3K
Bežanijska kosa-stara	1	30	I-II		NE			DA		1200	1.1-1.3K
Bežanijska kosa-stara	3	60	V+	NE	DA	DA			1	1200	1.1-1.3K
Bežanijska kosa-stara	3	60	V+		DA	DA				1200	1.1-1.3K
Bežanijska kosa-Blokovi	4	130	V+		DA	DA		DA	2	1200	1.1-1.3K
Cerak	1	20	I-II	DA	DA		DA	DA	2	1200	1.1-1.3K
Cerak	2	65	III-IV		DA		DA	DA	1	1200	1.1-1.3K
Djeram pijaca 	1	30	I-II	NE	NE		NE	DA		1200	1.1-1.3K
Dušanovac	1	41	III-IV	NE	DA	DA		DA		1200	1.1-1.3K
Novi Beograd-Hotel Jugoslavija	3	75	P	NE	DA	DA			1	1200	1.1-1.3K
Kanarevo brdo	1	34	I-II	DA	DA	DA	NE	DA		1200	1.1-1.3K
Kanarevo brdo	3	54	I-II	DA	DA	DA	NE	DA		1200	1.1-1.3K
Kanarevo brdo	4	82	I-II	DA	DA	DA	NE	DA		1200	1.1-1.3K
Karaburma	2	45	I-II	NE	NE			NE	0	1200	1.1-1.3K
Karaburma	2	45	I-II		NE			DA	1	1200	1.1-1.3K
Karaburma	1	25	I-II	DA	DA		DA		2	1200	1.1-1.3K
Lekino Brdo	2	50	P		NE			DA		1200	1.1-1.3K
Medaković 2	2	65	III-IV	NE	DA	DA		DA		1200	1.1-1.3K
Medaković 2	2	65	III-IV		DA	DA		DA		1200	1.1-1.3K
Mirijevo 1	2	48	I-II	DA	DA		DA	DA	2	1200	1.1-1.3K
Mirijevo 1	1	24	I-II	DA	NE				2	1200	1.1-1.3K
Mirijevo 1	1	25	I-II	DA	NE		DA		2	1200	1.1-1.3K
Mirijevo 1	2	43	III-IV	DA	DA		DA		2	1200	1.1-1.3K
Mirijevo 1	1	30	III-IV	DA	NE				2	1200	1.1-1.3K
Mirijevo 2	2	48	I-II	DA	DA				2	1200	1.1-1.3K
Vidikovac	2	55	I-II		DA			DA	1	1200	1.1-1.3K
Žarkovo	2	54	I-II	DA	NE				1	1200	1.1-1.3K
Medaković 3	2	57	V+	NE	DA	DA		DA	2	1199.649123	1.1-1.3K
Banjica	2	49	V+	DA	DA	DA	DA	DA		1198.979592	1.1-1.3K
Cerak	3	73	I-II		DA				2	1198.630137	1.1-1.3K
Cerak	4	96	III-IV		DA	DA	DA		1	1197.916667	1.1-1.3K
Cerak vinogradi	3	86	I-II		DA	DA		DA		1197.674419	1.1-1.3K
Bežanijska kosa-Blokovi	3	81	V+	NE	DA	DA		DA	1	1197.530864	1.1-1.3K
Bogoslovija	3	71	III-IV	NE	NE		DA	DA	1	1197.183099	1.1-1.3K
Kalemegdan	3	71	P	NE				DA	1	1197.183099	1.1-1.3K
Novi Beograd-Fontana	2	61	V+	NE	DA	DA	DA	DA	1	1196.721311	1.1-1.3K
Bežanijska kosa-stara	2	56	I-II		NE			DA		1196.428571	1.1-1.3K
Košutnjak	4	92	I-II	NE	DA	DA	DA	DA	1	1195.652174	1.1-1.3K
Novi Beograd-Blokovi Sava	1	41	V+		DA	DA		DA	1	1195.121951	1.1-1.3K
Novi Beograd-Blokovi Sava	1	41	V+		DA	DA		DA	1	1195.121951	1.1-1.3K
Vidikovac	2	41	I-II	DA	NE			DA	1	1195.121951	1.1-1.3K
Kumodraž 2	1	36	III-IV	DA	DA	NE		DA	1	1194.444444	1.1-1.3K
Medaković 1	2	36	I-II	DA	NE		DA			1194.444444	1.1-1.3K
Medaković 1	2	36	I-II	DA	NE		DA			1194.444444	1.1-1.3K
Bežanijska kosa-stara	3	67	III-IV	NE	DA	DA		DA	1	1194.029851	1.1-1.3K
Medaković 1	3	67	I-II	DA	NE		DA			1194.029851	1.1-1.3K
Medaković 1	3	67	I-II	DA	NE		DA			1194.029851	1.1-1.3K
Golf naselje	4	93	III-IV		DA				1	1193.548387	1.1-1.3K
Medaković 1	2	44	P	DA	NE		DA			1193.181818	1.1-1.3K
Medaković 1	2	44	P	DA	NE		DA			1193.181818	1.1-1.3K
Zemun-Nova Galenika	3	88	P		DA		DA		2	1193.181818	1.1-1.3K
Bežanijska kosa-stara	3	57	V+		DA	DA		DA		1192.982456	1.1-1.3K
Bežanijska kosa-Blokovi	3	83	V+		DA	DA		DA		1192.771084	1.1-1.3K
Bežanijska kosa-Blokovi	4	130	V+		DA	DA		DA	2	1192.307692	1.1-1.3K
Petlovo brdo	2	52	I-II	DA	NE		DA	DA	1	1192.307692	1.1-1.3K
Rakovica	2	52	V+		da			NE		1192.307692	1.1-1.3K
Učiteljsko naselje	3	52	P	DA	NE			DA	2	1192.307692	1.1-1.3K
Vidikovac	2	52	III-IV		DA	DA		DA	1	1192.307692	1.1-1.3K
Zemun-Kalvarija	2	52	I-II		NE					1192.307692	1.1-1.3K
Banjica	3	68	V+		DA	DA	DA	DA	1	1191.176471	1.1-1.3K
Cerak	2	55	I-II		DA		DA	DA	1	1190.909091	1.1-1.3K
Cerak	1	21	I-II	NE	NE			DA	1	1190.47619	1.1-1.3K
Cerak vinogradi	3	84	I-II		DA	DA		DA		1190.47619	1.1-1.3K
Cerak vinogradi	2	63	V+		DA	DA	DA	DA		1190.47619	1.1-1.3K
Novi Beograd-Studentski grad	3	63	V+							1190.47619	1.1-1.3K
Novi Beograd-Blokovi Sava	3	84	I-II		DA	DA		DA		1190.47619	1.1-1.3K
Čukarička padina	4	105	V+	NE	DA	DA	DA	DA	1	1190.47619	1.1-1.3K
Čukarička padina	4	105	V+	NE	DA	DA	DA	DA	1	1190.47619	1.1-1.3K
Kumodraž 2	2	53	I-II	NE	DA			DA	1	1188.679245	1.1-1.3K
Filmski grad	1	42	III-IV		DA	DA	DA	DA		1188.095238	1.1-1.3K
Bežanijska kosa-stara	1	32	P		NE					1187.5	1.1-1.3K
Djeram pijaca 	3	80	III-IV	DA	DA	DA	DA	DA	1	1187.5	1.1-1.3K
Kanarevo brdo	2	48	I-II	DA	DA		NE		2	1187.5	1.1-1.3K
Rakovica	1	32	I-II		DA	DA		DA	1	1187.5	1.1-1.3K
Konjarnik-Denkova basta 	2	43	V+		DA			DA		1186.046512	1.1-1.3K
Zemun-Save Kovačevića	2	54	III-IV	NE	DA	DA			1	1185.185185	1.1-1.3K
Rakovica	3	65	I-II	NE	DA	NE			1	1184.615385	1.1-1.3K
Zemun-Novi grad	2	49	III-IV	NE	DA	DA	DA	DA	1	1183.673469	1.1-1.3K
Novi Beograd-Opština	2	60	V+	NE	DA	DA		DA		1183.333333	1.1-1.3K
Zemun-Kalvarija	3	93	P	DA	NE			DA	2	1182.795699	1.1-1.3K
Konjarnik	3	69	I-II	NE	DA	DA			1	1182.608696	1.1-1.3K
Lekino Brdo	1	33	I-II		NE			DA	1	1181.818182	1.1-1.3K
Medaković 1	2	55	I-II	DA	NE			DA	2	1181.818182	1.1-1.3K
Medaković 1	2	55	I-II	DA	NE			DA	2	1181.818182	1.1-1.3K
Medaković 2	1	33	I-II		DA	DA				1181.818182	1.1-1.3K
Medaković 2	2	55	I-II	DA	NE			DA	2	1181.818182	1.1-1.3K
Rakovica	4	93	III-IV	NE	DA	DA		DA	1	1181.72043	1.1-1.3K
Bežanijska kosa-Blokovi	4	110	V+		DA	DA		DA	2	1180.909091	1.1-1.3K
Cerak vinogradi	3	72	I-II		DA	DA	DA	DA		1180.555556	1.1-1.3K
Konjarnik	3	72	I-II	NE	DA	DA		DA	1	1180.555556	1.1-1.3K
Zemun-Novi grad	1	72	III-IV	NE	NE		NE		1	1180.555556	1.1-1.3K
Cerak	2	73	V+		DA	DA		DA	1	1178.082192	1.1-1.3K
Čukarička padina	2	59	V+		DA					1177.966102	1.1-1.3K
Čukarička padina	2	59	V+		DA					1177.966102	1.1-1.3K
Bežanijska kosa-Blokovi	2	68	V+		DA	DA		DA		1176.470588	1.1-1.3K
Golf naselje	2	85	III-IV		DA		DA	DA	2	1176.470588	1.1-1.3K
Kumodraž 2	2	68	I-II		DA			DA	1	1176.470588	1.1-1.3K
Lekino Brdo	1	34	I-II	NE	NE			DA	1	1176.470588	1.1-1.3K
Bežanijska kosa-Blokovi	4	91	I-II		DA	DA		DA	1	1175.824176	1.1-1.3K
Banjica	2	57	V+		DA	DA		DA	1	1175.438596	1.1-1.3K
Zemun-Save Kovačevića	2	57	III-IV		DA			DA	1	1175.438596	1.1-1.3K
Novi Beograd-Blokovi Sava	4	80	III-IV		DA	DA		DA		1175	1.1-1.3K
Čukarička padina	1	28	I-II		DA	DA	DA	DA		1175	1.1-1.3K
Čukarička padina	1	28	I-II		DA	DA	DA	DA		1175	1.1-1.3K
Filmski grad	1	36	III-IV		DA		NE			1173.611111	1.1-1.3K
Višnjicka banja	2	52	I-II	DA	DA	DA			2	1173.076923	1.1-1.3K
Zemun-Nova Galenika	2	52	P		DA			DA	2	1173.076923	1.1-1.3K
Kanarevo brdo	3	81	V+	NE	DA	DA	NE	DA	1	1172.839506	1.1-1.3K
Višnjicka banja	3	81	III-IV	DA	DA		DA	DA	1	1172.839506	1.1-1.3K
Učiteljsko naselje	3	55	III-IV	DA	NE			NE	2	1172.727273	1.1-1.3K
Mirijevo 2	1	29	I-II	DA	DA		DA		2	1172.413793	1.1-1.3K
Cerak	2	64	I-II		NE				1	1171.875	1.1-1.3K
Novi Beograd-Blokovi Sava	2	64	V+		DA	DA		DA		1171.875	1.1-1.3K
Konjarnik	3	81	III-IV	NE	DA	DA		DA	1	1171.604938	1.1-1.3K
Cerak vinogradi	4	88	V+		DA					1170.454545	1.1-1.3K
Tašmajdan	3	94	V+	NE	DA	DA	NE	DA	1	1170.212766	1.1-1.3K
Vračar-Hram	1	47	P		DA			DA		1170.212766	1.1-1.3K
Banjica	2	53	I-II		DA				1	1169.811321	1.1-1.3K
Medaković 3	2	65	V+		DA	DA		DA	2	1169.230769	1.1-1.3K
Dušanovac	3	77	V+		DA	DA		DA		1168.831169	1.1-1.3K
Žarkovo	3	77	V+	NE	DA	DA		DA	1	1168.831169	1.1-1.3K
Bežanijska kosa-Blokovi	3	66	V+		DA	DA	DA	DA	1	1166.666667	1.1-1.3K
Cerak	1	30	P	NE	NE				1	1166.666667	1.1-1.3K
Filmski grad	3	72	I-II	NE	DA	DA	NE	DA	1	1166.666667	1.1-1.3K
Filmski grad	3	84	III-IV	NE	DA	DA	NE	DA	1	1166.666667	1.1-1.3K
Konjarnik	1	36	III-IV	NE	DA	DA				1166.666667	1.1-1.3K
Kumodraž 2	1	36	III-IV	DA	DA		DA	DA	1	1166.666667	1.1-1.3K
Medaković 1	4	90	I-II	DA	NE				2	1166.666667	1.1-1.3K
Medaković 2	2	36	I-II	DA	NE			DA	1	1166.666667	1.1-1.3K
Medaković 2	3	54	V+		DA	DA	DA	DA	1	1166.666667	1.1-1.3K
Novi Beograd-Opština	2	60	III-IV	NE	DA	DA	NE	DA	1	1166.666667	1.1-1.3K
Novi Beograd-Blokovi Sava	3	90	I-II		DA	DA		DA	1	1166.666667	1.1-1.3K
Višnjicka banja	2	60	I-II	NE	DA			DA	2	1166.666667	1.1-1.3K
Zemun-Save Kovačevića	3	90	III-IV	DA	NE	NE	DA		2	1166.666667	1.1-1.3K
Medaković 3	2	47	V+	NE	DA	DA		DA	1	1165.957447	1.1-1.3K
Konjarnik	1	35	P		DA	DA		DA		1165.714286	1.1-1.3K
Konjarnik	2	48	I-II	NE	DA	DA		DA	1	1164.583333	1.1-1.3K
Cerak vinogradi	3	73	III-IV	NE	DA	NE			0	1164.383562	1.1-1.3K
Novi Beograd-Hotel Jugoslavija	3	73	III-IV	DA	DA				1	1164.383562	1.1-1.3K
Novi Beograd-Hotel Jugoslavija	3	73	III-IV	DA	DA				1	1164.383562	1.1-1.3K
Konjarnik	2	67	I-II		DA	DA		DA		1164.179104	1.1-1.3K
Čukarička padina	2	61	V+		DA	DA				1163.934426	1.1-1.3K
Čukarička padina	2	61	V+		DA	DA				1163.934426	1.1-1.3K
Konjarnik	1	36	V+		NE	DA				1163.888889	1.1-1.3K
Višnjicka banja	2	43	I-II	DA	DA	DA		DA	2	1162.790698	1.1-1.3K
Višnjicka banja	2	43	III-IV	DA	DA	DA			2	1162.790698	1.1-1.3K
Filmski grad	3	80	I-II	NE	DA	DA	NE	DA	1	1162.5	1.1-1.3K
Zemun-Novi grad	4	105	I-II	DA	NE		DA	DA	2	1161.904762	1.1-1.3K
Kanarevo brdo	1	34	I-II	NE	NE		DA	DA		1161.764706	1.1-1.3K
Bežanijska kosa-stara	3	56	III-IV		NE			DA		1160.714286	1.1-1.3K
Bežanijska kosa-stara	2	56	III-IV	NE	NE					1160.714286	1.1-1.3K
Košutnjak	2	56	I-II	NE	NE			DA	0	1160.714286	1.1-1.3K
Vukov Spomenik	2	56	I-II	NE	NE	NE		DA	1	1160.714286	1.1-1.3K
Zemun-Kalvarija	4	112	I-II		NE		DA	DA		1160.714286	1.1-1.3K
Cerak	3	99	I-II	NE	NE			DA	1	1160.606061	1.1-1.3K
Bežanijska kosa-Blokovi	4	75	V+		DA	DA		DA	1	1160	1.1-1.3K
Borča	1	25	I-II		DA	DA				1160	1.1-1.3K
Kumodraž 1	3	50	III-IV	DA			DA	DA		1160	1.1-1.3K
Kumodraž 2	3	50	III-IV	DA	DA		DA	DA	1	1160	1.1-1.3K
Medaković 2	2	50	I-II		DA	DA		DA		1160	1.1-1.3K
Zemun-Save Kovačevića	1	37	III-IV		NE			DA		1159.459459	1.1-1.3K
Konjarnik	2	44	I-II	NE	DA	DA		DA	1	1159.090909	1.1-1.3K
Novi Beograd-Blokovi Sava	2	66	III-IV		DA			DA	1	1159.090909	1.1-1.3K
Medaković 1	3	67	P	DA	NE		DA			1158.208955	1.1-1.3K
Medaković 1	3	67	P	DA	NE		DA			1158.208955	1.1-1.3K
Zemun-Kalvarija	1	31	V+	NE	NE				1	1158.064516	1.1-1.3K
Cerak vinogradi	4	95	I-II	NE	DA	DA	DA	DA	1	1157.894737	1.1-1.3K
Medaković 3	2	57	V+	NE	DA	DA		DA	0	1157.894737	1.1-1.3K
Novi Beograd-Studentski grad	4	95	V+	NE	DA	DA		DA	1	1157.894737	1.1-1.3K
Zemun-Nova Galenika	2	57	I-II		DA	DA		DA	1	1157.894737	1.1-1.3K
Zemun-Kalvarija	2	38	P	DA	NE			DA		1157.894737	1.1-1.3K
Kumodraž 1	2	51	P		DA	DA		DA		1156.862745	1.1-1.3K
Novi Beograd-Fontana	4	95	V+	DA	DA	DA	NE	DA	2	1156.842105	1.1-1.3K
Bogoslovija	4	83	I-II	NE	NE		DA	DA		1156.626506	1.1-1.3K
Vidikovac	3	83	V+		DA	DA		DA	1	1156.626506	1.1-1.3K
Krnjača	1	25	I-II	DA	NE	NE	NE	NE	2	1156	1.1-1.3K
Novi Beograd-Blokovi Sava	1	45	I-II		DA	DA		DA		1155.555556	1.1-1.3K
Bežanijska kosa-Blokovi	3	83	V+		DA	DA		DA		1155.421687	1.1-1.3K
Novi Beograd-Blokovi Sava	2	71	I-II		DA			DA		1154.929577	1.1-1.3K
Banjica	3	78	V+	NE	DA	DA		DA	1	1153.846154	1.1-1.3K
Cerak vinogradi	3	65	V+		DA	DA		DA		1153.846154	1.1-1.3K
Donji Dorćol	1	39	P		DA			DA	1	1153.846154	1.1-1.3K
Dušanovac	2	52	I-II	NE	DA	DA		DA		1153.846154	1.1-1.3K
Filmski grad	3	65	I-II	DA	DA		DA	DA	2	1153.846154	1.1-1.3K
Medaković 1	1	26	I-II	DA	NE		DA			1153.846154	1.1-1.3K
Medaković 1	1	26	I-II	DA	NE		DA			1153.846154	1.1-1.3K
Mirijevo 1	3	65	V+		DA	DA		DA	1	1153.846154	1.1-1.3K
Mirijevo 2	3	65	V+		DA	DA		DA	2	1153.846154	1.1-1.3K
Vukov Spomenik	2	39	P	NE	NE	NE	NE	DA	2	1153.846154	1.1-1.3K
Zemun-Save Kovačevića	4	78	III-IV	NE	DA	DA		DA	1	1153.846154	1.1-1.3K
Zemun-Novi grad	1	39	I-II	NE	NE		NE		1	1153.846154	1.1-1.3K
Medaković 3	3	71	I-II	NE	DA	DA		DA	1	1153.521127	1.1-1.3K
Novi Beograd-Blokovi Sava	2	58	V+		DA	DA		DA	1	1153.448276	1.1-1.3K
Konjarnik-Denkova basta 	3	75	V+		NE	DA		DA	1	1153.333333	1.1-1.3K
Konjarnik-Denkova basta 	3	62	I-II	NE	DA	DA			1	1153.225806	1.1-1.3K
Dušanovac	3	72	V+	NE	DA	DA		DA	1	1152.777778	1.1-1.3K
Medaković 2	3	72	I-II		DA	DA	DA	DA		1152.777778	1.1-1.3K
Medaković 2	3	72	I-II		DA	DA		DA		1152.777778	1.1-1.3K
Višnjicka banja	4	177	I-II	DA	NE		DA		2	1152.542373	1.1-1.3K
Čukarička padina	2	65	III-IV	NE	DA	DA		DA	1	1152.307692	1.1-1.3K
Čukarička padina	2	65	III-IV	NE	DA	DA		DA	1	1152.307692	1.1-1.3K
Bežanijska kosa-Blokovi	2	46	V+		DA	DA		DA		1152.173913	1.1-1.3K
Zemun-Nova Galenika	3	66	III-IV		DA			DA		1151.515152	1.1-1.3K
Bele Vode	1	39	I-II	DA	NE			DA	1	1151.282051	1.1-1.3K
Košutnjak	3	73	P	NE	DA			DA	1	1150.684932	1.1-1.3K
Novi Beograd-Blokovi Sava	3	73	V+	DA	DA	DA		DA		1150.684932	1.1-1.3K
Kalemegdan	4	373	III-IV	DA	DA	DA		DA		1099.19571	.9-1.1K
Čukarička padina	4	90	I-II		DA	DA	DA		2	1098.888889	.9-1.1K
Kanarevo brdo	2	50	I-II	NE	DA	DA	DA	DA		1098	.9-1.1K
Žarkovo	1	41	I-II	DA	DA			DA		1097.560976	.9-1.1K
Zemun-Save Kovačevića	1	41	I-II	DA	NE	NE	DA	DA		1097.560976	.9-1.1K
Zemun-Kalvarija	2	41	P		DA	DA		DA		1097.560976	.9-1.1K
Zemun-Kalvarija	1	41	III-IV		NE					1097.560976	.9-1.1K
Banjica	4	113	V+	NE	DA	DA		DA	1	1097.345133	.9-1.1K
Borča	1	31	III-IV		DA					1096.774194	.9-1.1K
Novi Beograd-Studentski grad	3	73	P		DA					1095.890411	.9-1.1K
Vidikovac	3	73	I-II		DA	DA		DA	1	1095.890411	.9-1.1K
Karaburma	4	105	III-IV	DA	DA				2	1095.238095	.9-1.1K
Višnjicka banja	2	42	I-II	DA	NE			DA	0	1095.238095	.9-1.1K
Višnjicka banja	2	42	I-II	DA	NE			DA	0	1095.238095	.9-1.1K
Rakovica	2	53	III-IV			DA		DA	1	1094.339623	.9-1.1K
Medaković 2	1	32	V+		DA	DA				1093.75	.9-1.1K
Višnjicka banja	2	64	I-II		DA				1	1093.75	.9-1.1K
Žarkovo	4	96	V+		DA					1093.75	.9-1.1K
Zemun-Save Kovačevića	4	96	III-IV	DA	NE				2	1093.75	.9-1.1K
Bogoslovija	3	75	I-II	DA	NE		DA	DA		1093.333333	.9-1.1K
Medaković 2	3	75	I-II		DA	DA		DA	1	1093.333333	.9-1.1K
Čukarička padina	1	42	V+	NE	DA	DA	DA	DA	0	1092.857143	.9-1.1K
Cerak vinogradi	4	108	I-II	DA	DA			DA	2	1092.592593	.9-1.1K
Medaković 1	3	65	I-II	NE	DA	DA	DA	DA	1	1092.307692	.9-1.1K
Medaković 1	3	65	I-II	NE	DA	DA	DA	DA	1	1092.307692	.9-1.1K
Medaković 2	3	65	I-II		DA	DA	DA	DA		1092.307692	.9-1.1K
Zemun-Novi grad	4	75	I-II	NE	DA	DA	NE	DA		1092	.9-1.1K
Novi Beograd-Blokovi Sava	3	87	P		DA		DA	DA		1091.954023	.9-1.1K
Rakovica	4	127	III-IV	DA	NE	DA		DA		1091.338583	.9-1.1K
Bogoslovija	1	33	III-IV	NE	DA		DA	DA	1	1090.909091	.9-1.1K
Bogoslovija	1	33	III-IV	DA	DA			DA	1	1090.909091	.9-1.1K
Karaburma	1	22	III-IV		NE					1090.909091	.9-1.1K
Medaković 3	1	33	I-II	DA	NE		DA			1090.909091	.9-1.1K
Mirijevo 2	3	66	I-II	NE	DA	DA		DA	2	1090.909091	.9-1.1K
Višnjicka banja	4	66	III-IV	DA	DA	DA		DA	2	1090.909091	.9-1.1K
Zemun-Save Kovačevića	1	33	I-II	DA	NE			DA	1	1090.909091	.9-1.1K
Medaković 2	3	65	I-II		DA	DA		DA		1090.769231	.9-1.1K
Rakovica	1	54	V+		DA	DA		NE	2	1090.740741	.9-1.1K
Bele Vode	1	21	III-IV	DA	NE			DA	1	1090.47619	.9-1.1K
Autokomanda	3	78	V+		DA	DA	DA		1	1089.74359	.9-1.1K
Julino brdo	2	39	III-IV	NE	NE			NE	1	1089.74359	.9-1.1K
Konjarnik	4	78	V+	NE	DA	DA	DA	DA		1089.74359	.9-1.1K
Karaburma	3	67	V+	NE	DA	DA		DA	1	1089.552239	.9-1.1K
Zemun-Save Kovačevića	3	67	V+	NE	DA	DA		DA	0	1089.552239	.9-1.1K
Cerak vinogradi	4	84	I-II		DA	DA		DA		1089.285714	.9-1.1K
Cerak vinogradi	3	84	I-II	NE	DA			DA	1	1089.285714	.9-1.1K
Medaković 2	2	68	III-IV	NE	DA	DA		DA		1088.235294	.9-1.1K
Petlovo brdo	1	34	I-II	DA	NE				2	1088.235294	.9-1.1K
Čukarička padina	4	90	I-II		DA	DA	DA		2	1087.777778	.9-1.1K
Učiteljsko naselje	3	57	I-II	NE	NE			DA	1	1087.719298	.9-1.1K
Banjica	3	80	V+		DA	DA		DA	1	1087.5	.9-1.1K
Kumodraž 2	3	80	I-II		DA			DA	1	1087.5	.9-1.1K
Banjica	3	69	III-IV	NE	DA	DA		DA	1	1086.956522	.9-1.1K
Borča	1	23	V+	NE	DA	DA		DA		1086.956522	.9-1.1K
Kanarevo brdo	2	46	I-II	DA	DA		NE	DA		1086.956522	.9-1.1K
Košutnjak	4	92	I-II	NE	DA			DA	2	1086.956522	.9-1.1K
Lekino Brdo	1	46	III-IV	NE	DA	DA			1	1086.956522	.9-1.1K
Medaković 1	2	69	III-IV		NE					1086.956522	.9-1.1K
Medaković 1	2	69	III-IV		NE					1086.956522	.9-1.1K
Zemun-Save Kovačevića	3	69	III-IV	DA	NE	NE	DA	DA	2	1086.956522	.9-1.1K
Medaković 3	3	75	V+		DA	DA		DA		1086.666667	.9-1.1K
